index,nctid,conditions,MTI_condition,DUI,TUI,conceptId,conceptName,domainId,condition_id
11416,NCT04932369,Anxiety,Anxiety,D001007,T003092,441542,Anxiety,Condition,condition_123
11417,NCT04932824,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11418,NCT04932837,SARS-COV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
11419,NCT04932850,COVID-19 Virus Disease,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2255
11420,NCT04932863,Neoplasms,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_1962
11421,NCT04932863,"Cancer, Treatment-Related",Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_2308
11422,NCT04932876,End Stage Kidney Disease,"Kidney Failure, Chronic",D007676,T023054,37116430,Acute kidney failure stage 1,Condition,condition_2393
11423,NCT04932876,Kidney Transplantion,Kidney,D007668,T023037,201620,Kidney stone,Condition,condition_2694
11424,NCT04932876,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11425,NCT04932876,Vaccination,Vaccination,D014611,T042713,140633,Vaccinia,Condition,condition_1410
11426,NCT04932889,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11427,NCT04932889,Musculoskeletal Abnormalities,Musculoskeletal Abnormalities,D009139,T027311,4064343,Musculoskeletal test abnormal,Condition,condition_2695
11428,NCT04932915,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11429,NCT04932941,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11430,NCT04932954,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11431,NCT04932967,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11432,NCT04932967,Hematological Malignancy,Hematologic Neoplasms,D019337,T057648,4044013,Hematologic neoplasm,Condition,condition_506
11433,NCT04933474,Chronic Pain,Chronic Pain,D059350,T778527,436096,Chronic pain,Condition,condition_102
11434,NCT04933799,COVID-19 Pneumonia,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_232
11435,NCT04933864,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
11436,NCT04933929,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_461
11437,NCT04933981,COVID-19 Respiratory Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1288
11438,NCT04933981,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
11439,NCT04933994,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11440,NCT04933994,H1N1 Influenza,"Influenza, Human",D007251,T658127,4266367,Influenza,Condition,condition_1544
11441,NCT04934020,Stroke,Stroke,D020521,T007470,381316,Cerebrovascular accident,Condition,condition_799
11442,NCT04934085,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11443,NCT04934085,Neurological Disorder,Nervous System Diseases,D009422,T028092,376337,Disorder of nervous system,Condition,condition_2696
11444,NCT04934085,Balance; Distorted,Balance; Distorted,0,0,436235,Taste sense altered,Condition,condition_2697
11445,NCT04934085,"Gait Disorders, Neurologic",Gait,D005684,T017195,36674374,Able to initiate gait,Condition,condition_2698
11446,NCT04934085,"Activity, Motor",Motor Cortex,D009044,T027021,4254672,Premotor cortex syndrome,Condition,condition_2699
11447,NCT04934085,Social Isolation,Social Isolation,D012934,T038089,4309238,Social isolation,Condition,condition_391
11448,NCT04934085,Educational Problems,Social Problems,D012940,T038102,4305081,Emotional problems,Condition,condition_1600
11449,NCT04934085,Quality of Life,Quality of Life,D011788,T034831,42600348,Quality of life finding,Condition,condition_733
11450,NCT04934111,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11451,NCT04934202,Sequelae,Disease Progression,D018450,T054966,764403,At risk for disease progression,Condition,condition_2700
11452,NCT04934202,Fibrosis,Fibrosis,D005355,T016349,3189318,Fibrosis,Condition,condition_2701
11453,NCT04934202,Post-COVID Syndrome,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2702
11454,NCT04934202,Post-traumatic Stress Disorder,"Stress Disorders, Post-Traumatic",D013313,T039096,436676,Posttraumatic stress disorder,Condition,condition_444
11455,NCT04934215,SARS CoV 2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2703
11456,NCT04934215,Vaccination Reaction,Immune System Diseases,D007154,T571574,440371,Disorder of immune function,Condition,condition_2704
11457,NCT04935437,Rehabilitation,Rehabilitation,0,0,4265890,Participates in rehabilitation process,Condition,condition_800
11458,NCT04935450,ARDS Due to Disease Caused by Severe Acute Respiratory Syndrome Coronavirus 2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2705
11459,NCT04935450,COVID-19 Acute Respiratory Distress Syndrome,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2539
11460,NCT04935463,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11461,NCT04935463,Mucormycosis,Mucormycosis,D009091,T027168,4297284,Mucormycosis,Condition,condition_2706
11462,NCT04935463,Aspergillosis,Aspergillosis,D001228,T003684,434281,Aspergillosis,Condition,condition_2410
11463,NCT04935463,Candida Infection,Candidiasis,D002177,T006219,433968,Candidiasis,Condition,condition_2707
11464,NCT04935476,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11465,NCT04935489,Treatment Resistant Depression,Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_2708
11466,NCT04935502,Musculoskeletal Pain,Musculoskeletal Pain,D059352,T776699,4150129,Musculoskeletal pain,Condition,condition_452
11467,NCT04935515,COVID -19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1096
11468,NCT04935528,Cancer,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_25
11469,NCT04936503,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11470,NCT04936503,Myocarditis,Myocarditis,D009205,T027451,314383,Myocarditis,Condition,condition_273
11471,NCT04936893,Psychological Burnout,"Burnout, Psychological",D000077062,T000936505,4251306,Stress,Condition,condition_2709
11472,NCT04936997,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11473,NCT04936997,Cancer,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_25
11474,NCT04936997,Malignancy,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_2710
11475,NCT04936997,Vaccine Response Impaired,Vaccines,D014612,T042715,140633,Vaccinia,Condition,condition_2223
11476,NCT04937088,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11477,NCT04937543,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11478,NCT04937556,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11479,NCT04937569,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11480,NCT04937582,COVID 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_290
11481,NCT04937608,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11482,NCT04937608,"Infertility, Male","Infertility, Male",D007248,T021729,198197,Male infertility,Condition,condition_1164
11483,NCT04937621,Arrhythmia,"Arrhythmias, Cardiac",D001145,T681619,44784217,Cardiac arrhythmia,Condition,condition_1272
11484,NCT04937621,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
11485,NCT04937712,SARS-CoV2 Infection,"RNA, Viral",D012367,T036801,433403,Viral meningitis,Condition,condition_300
11486,NCT04937712,Proximal Tubule Dysfunction,Kidney Diseases,D007674,T023049,198124,Kidney disease,Condition,condition_2711
11487,NCT04939155,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11488,NCT04939350,Cirrhosis,Liver Cirrhosis,D008103,T024184,4064161,Cirrhosis of liver,Condition,condition_2712
11489,NCT04939402,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
11490,NCT04939402,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11491,NCT04939415,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11492,NCT04939428,Coronavirus Disease (COVID-19),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_206
11493,NCT04939506,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11494,NCT04939506,Vaccine Refusal,Vaccination Refusal,D000072758,T000901396,4291596,Vaccination site vaccinia,Condition,condition_1831
11495,NCT04939506,Vaccine Hesitancy,Vaccines,D014612,T042715,140633,Vaccinia,Condition,condition_2713
11496,NCT04939519,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11497,NCT04939532,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11498,NCT04939558,COPD,"Pulmonary Disease, Chronic Obstructive",D029424,T024361,255573,Chronic obstructive lung disease,Condition,condition_28
11499,NCT04939558,Asthma,Asthma,D001249,T003741,317009,Asthma,Condition,condition_331
11500,NCT04939558,Lung Cancer,Lung Neoplasms,D008175,T024371,4128888,Neoplasm of lung,Condition,condition_466
11501,NCT04939558,Anemia,Anemia,D000740,T002209,439777,Anemia,Condition,condition_2714
11502,NCT04939558,Congestive Cardiac Failure,Heart Failure,D006333,T682059,316139,Heart failure,Condition,condition_2715
11503,NCT04939558,Bronchiectasis,Bronchiectasis,D001987,T005661,256449,Bronchiectasis,Condition,condition_1493
11504,NCT04939558,Interstitial Lung Disease,"Lung Diseases, Interstitial",D017563,T052666,4119786,Interstitial lung disease,Condition,condition_323
11505,NCT04939558,Long COVID,post-acute COVID-19 syndrome,C000711409,T001091779,705076,Post-acute COVID-19,Condition,condition_1971
11506,NCT04939558,Upper Respiratory Disease,Respiration Disorders,D012120,T036099,320136,Disorder of respiratory system,Condition,condition_2716
11507,NCT04939558,Healthy,Health Status,D006304,T019120,4269314,Mental state finding,Condition,condition_334
11508,NCT04939714,Caregiver Stress Syndrome,Caregivers,D017028,T050834,4026081,Dominated by caregiver,Condition,condition_2717
11509,NCT04940182,Sars-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
11510,NCT04940208,COVID-19 Pandemic,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1212
11511,NCT04940208,ICU,Intensive Care Units,D007362,T022065,764528,Post intensive care unit syndrome,Condition,condition_1997
11512,NCT04940208,"Pain, Chronic",Pain,D010146,T030048,4329041,Pain,Condition,condition_1820
11513,NCT04940208,Post Intensive Care Unit Syndrome,Critical Care,D003422,T009952,4154437,Intercritical gout,Condition,condition_1139
11514,NCT04940208,Neuropathic Pain,Neuralgia,D009437,T028128,373852,Neuralgia,Condition,condition_2718
11515,NCT04940871,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_461
11516,NCT04941001,Asthma,Asthma,D001249,T003741,317009,Asthma,Condition,condition_331
11517,NCT04941001,Asthma Attack,Asthma,D001249,T003741,317009,Asthma,Condition,condition_2719
11518,NCT04941001,Asthma Persistent,Asthma,D001249,T003741,317009,Asthma,Condition,condition_2720
11519,NCT04941001,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11520,NCT04941053,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11521,NCT04941079,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11522,NCT04941079,Myopathy,Muscular Diseases,D009135,T027304,443784,Vascular disorder,Condition,condition_2591
11523,NCT04941092,ARDS,"Respiration, Artificial",D012121,T036100,4200050,Finding of artificial lens,Condition,condition_131
11524,NCT04941092,COVID-19 Acute Respiratory Distress Syndrome,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2539
11525,NCT04941092,Influenza,"Influenza, Human",D007251,T658127,4266367,Influenza,Condition,condition_209
11526,NCT04941105,Sars-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
11527,NCT04941131,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11528,NCT04941144,Prevention of Infectious Disease Caused by Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2033
11529,NCT04941183,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11530,NCT04941209,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11531,NCT04941209,COVID-19 Pneumonia,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_232
11532,NCT04941209,COVID-19 Respiratory Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1288
11533,NCT04941209,COVID-19 Acute Respiratory Distress Syndrome,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2539
11534,NCT04941209,Mass Screening,Mass Screening,D008403,T025008,4064385,Urine screening normal,Condition,condition_2721
11535,NCT04941209,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
11536,NCT04941209,Vaccine Virus Shedding,Virus Shedding,D017201,T051283,4201079,Patient shedding virus,Condition,condition_2722
11537,NCT04941703,COVID-19 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_147
11538,NCT04942249,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11539,NCT04942392,Parkinson Disease,Parkinson Disease,D010300,T030420,381270,Parkinson's disease,Condition,condition_120
11540,NCT04942405,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11541,NCT04942990,Adolescent Development,Adolescent Development,D041923,T521850,45767116,Impairment of adolescent development,Condition,condition_2723
11542,NCT04944082,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11543,NCT04944095,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11544,NCT04944095,Subjects Vaccinated Against Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2724
11545,NCT04944121,Post-acute Corona Virus 19 (COVID-19) (Long COVID),post-acute COVID-19 syndrome,C000711409,T001091779,705076,Post-acute COVID-19,Condition,condition_2725
11546,NCT04944134,Vaccine Preventable Disease,Vaccine-Preventable Diseases,D000079263,T000945546,46272738,Cole disease,Condition,condition_1678
11547,NCT04944147,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11548,NCT04944147,Post-Covid 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2726
11549,NCT04944160,RSV Infection,Respiratory Syncytial Virus Infections,D018357,T054762,437222,Respiratory syncytial virus infection,Condition,condition_1644
11550,NCT04944329,SARS-CoV2 Infection,"RNA, Viral",D012367,T036801,433403,Viral meningitis,Condition,condition_300
11551,NCT04944329,Hip Fractures,Hip Fractures,D006620,T019925,4138412,Fracture of proximal end of femur,Condition,condition_2594
11552,NCT04944329,Surgery,Surgery,0,0,4299671,Complication of laser surgery,Condition,condition_299
11553,NCT04944342,Gait,Gait,D005684,T017195,36674374,Able to initiate gait,Condition,condition_2727
11554,NCT04944342,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11555,NCT04944342,Thorax Anomalies,Thorax,D013909,T040792,4186154,Long thorax,Condition,condition_2728
11556,NCT04944368,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11557,NCT04944381,SARS-CoV-2 Acute Respiratory Disease,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2042
11558,NCT04944394,Psychological Stress,"Stress, Psychological",D013315,T039102,4251306,Stress,Condition,condition_975
11559,NCT04944433,Coronavirus Disease 2019 Vaccines,COVID-19 Vaccines,D000086663,T001080092,37311061,COVID-19,Condition,condition_2729
11560,NCT04944433,Renal Dialysis,Renal Dialysis,D006435,T019439,4335996,Retinal dialysis,Condition,condition_2730
11561,NCT04944823,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11562,NCT04944823,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
11563,NCT04945356,Stroke,Stroke,D020521,T007470,381316,Cerebrovascular accident,Condition,condition_799
11564,NCT04945564,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11565,NCT04945577,Vitamin D Deficiency,Vitamin D Deficiency,D014808,T043298,436070,Vitamin D deficiency,Condition,condition_23
11566,NCT04945577,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11567,NCT04945590,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11568,NCT04945811,Covid19 Positive Patients,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2731
11569,NCT04945837,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11570,NCT04945837,"Personnel, Hospital",Organizations,D009938,T029405,43021220,Feminization,Condition,condition_1235
11571,NCT04945837,Work-Related Condition,Surveys and Questionnaires,D011795,T000879796,4112820,Legionella pneumonia,Condition,condition_2732
11572,NCT04945837,Work-Related Stress Disorder,Anxiety Disorders,D001008,T003094,442077,Anxiety disorder,Condition,condition_2733
11573,NCT04945850,"Ocular Infection, Viral",Eye Infections,D015817,T046893,4134613,Eye infection,Condition,condition_822
11574,NCT04945863,Comorbidities and Coexisting Conditions,Comorbidity,D015897,T047113,4160039,Co-morbid conditions,Condition,condition_749
11575,NCT04945863,Frailty,Frailty,D000073496,T000908134,4086506,Frailty,Condition,condition_985
11576,NCT04945863,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11577,NCT04946162,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
11578,NCT04946162,Sars-CoV2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_35
11579,NCT04946162,"ARDS, Human",Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_257
11580,NCT04946175,Survey,Surveys and Questionnaires,D011795,T000879796,4112820,Legionella pneumonia,Condition,condition_2734
11581,NCT04946565,Male Infertility,"Infertility, Male",D007248,T021729,198197,Male infertility,Condition,condition_2735
11582,NCT04946565,"Hypogonadism, Male",Hypogonadism,D007006,T021003,4167354,Hypogonadism,Condition,condition_2736
11583,NCT04947046,Carotid Stenosis,Carotid Stenosis,D016893,T050567,442615,Carotid artery stenosis,Condition,condition_2737
11584,NCT04947046,Carotid Artery Diseases,Carotid Artery Diseases,D002340,T006763,4153380,Disorder of carotid artery,Condition,condition_2738
11585,NCT04947046,Carotid Atherosclerosis,Carotid Artery Diseases,D002340,T006763,4153380,Disorder of carotid artery,Condition,condition_2739
11586,NCT04947046,Carotid Embolus,Carotid Artery Diseases,D002340,T006763,4153380,Disorder of carotid artery,Condition,condition_2740
11587,NCT04947046,Stroke,Stroke,D020521,T007470,381316,Cerebrovascular accident,Condition,condition_799
11588,NCT04947488,"Fatigue Syndrome, Chronic","Fatigue Syndrome, Chronic",D015673,T046399,432738,Chronic fatigue syndrome,Condition,condition_2349
11589,NCT04947488,Inflammation,Inflammation,D007249,T021731,4200521,Anal inflammation,Condition,condition_31
11590,NCT04947943,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11591,NCT04948190,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11592,NCT04948190,SARS-CoV2 Infection,"RNA, Viral",D012367,T036801,433403,Viral meningitis,Condition,condition_300
11593,NCT04948203,Pulmonary Fibrosis,Pulmonary Fibrosis,D011658,T034440,4197819,Fibrosis of lung,Condition,condition_1110
11594,NCT04948203,COVID-19 Pneumonia,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_232
11595,NCT04948203,Long COVID,post-acute COVID-19 syndrome,C000711409,T001091779,705076,Post-acute COVID-19,Condition,condition_1971
11596,NCT04948216,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",D029424,T024361,255573,Chronic obstructive lung disease,Condition,condition_2741
11597,NCT04948216,Asthma,Asthma,D001249,T003741,317009,Asthma,Condition,condition_331
11598,NCT04948229,Annexin A1,Annexin A1,D017305,T570112,4179942,Mannerism,Condition,condition_2742
11599,NCT04948229,Adrenal Cortex Hormones,Adrenal Cortex Hormones,D000305,T001000,4036166,Abnormal adrenal cortical hormone,Condition,condition_2743
11600,NCT04948242,SARS-CoV2 Infection,"RNA, Viral",D012367,T036801,433403,Viral meningitis,Condition,condition_300
11601,NCT04948255,Occupational Stress,Occupational Stress,D000073397,T000907171,4020924,Occupational disorder,Condition,condition_660
11602,NCT04948255,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11603,NCT04948515,COVID-19 Respiratory Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1288
11604,NCT04949035,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11605,NCT04949061,Psychological Distress,Psychological Distress,D000079225,T000947361,4251306,Stress,Condition,condition_604
11606,NCT04949061,Quality of Life,Quality of Life,D011788,T034831,42600348,Quality of life finding,Condition,condition_733
11607,NCT04949061,Depressive Symptoms,Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_718
11608,NCT04949061,Anxiety,Anxiety,D001007,T003092,441542,Anxiety,Condition,condition_123
11609,NCT04949074,Respiratory Tract Infections,Respiratory Tract Infections,D012141,T036165,4170143,Respiratory tract infection,Condition,condition_32
11610,NCT04949230,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11611,NCT04949230,COVID-19 Pneumonia,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_232
11612,NCT04949230,COVID-19 Respiratory Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1288
11613,NCT04949230,COVID-19 Acute Bronchitis,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2564
11614,NCT04949230,COVID-19 Acute Respiratory Distress Syndrome,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2539
11615,NCT04949230,COVID-19 Lower Respiratory Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2631
11616,NCT04949230,SARS-CoV2 Infection,"RNA, Viral",D012367,T036801,433403,Viral meningitis,Condition,condition_300
11617,NCT04949230,SARS-CoV-2 Acute Respiratory Disease,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2042
11618,NCT04949386,Post Acute COVID-19 Syndrome,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2744
11619,NCT04949386,Long COVID,post-acute COVID-19 syndrome,C000711409,T001091779,705076,Post-acute COVID-19,Condition,condition_1971
11620,NCT04949386,COVID-19 Respiratory Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1288
11621,NCT04949412,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11622,NCT04949490,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11623,NCT04949490,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
11624,NCT04950673,Cognitive Decline,Cognitive Dysfunction,D060825,T000902555,443432,Impaired cognition,Condition,condition_2534
11625,NCT04950725,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11626,NCT04950751,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11627,NCT04950803,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11628,NCT04950803,Probiotic,Probiotics,D019936,T059397,4297396,Tic,Condition,condition_2745
11629,NCT04951310,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11630,NCT04951323,Coronavirus Disease 2019 (Covid19),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1315
11631,NCT04951323,Hematopoietic Neoplasms,Hematologic Neoplasms,D019337,T057648,4044013,Hematologic neoplasm,Condition,condition_2746
11632,NCT04951336,COVID-19 Vaccination,COVID-19 Vaccines,D000086663,T001080092,37311061,COVID-19,Condition,condition_2686
11633,NCT04951349,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11634,NCT04951362,Anosmia,Anosmia,D000086582,T002503,4185711,Loss of sense of smell,Condition,condition_641
11635,NCT04951388,Covid19 Vaccine,COVID-19 Vaccines,D000086663,T001080092,37311061,COVID-19,Condition,condition_2093
11636,NCT04952337,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11637,NCT04952337,Viral Pneumonia,"Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_322
11638,NCT04952337,Pneumonia Due to Streptococcus Pneumoniae,Streptococcus pneumoniae,D013296,T039049,36715947,Sinusitis caused by Streptococcus pneumoniae,Condition,condition_2747
11639,NCT04952337,Bacterial Pneumonia,"Pneumonia, Bacterial",D018410,T054887,257315,Bacterial pneumonia,Condition,condition_2748
11640,NCT04952337,Pneumonia Due to H. Influenzae,Pneumonia,D011014,T032393,255848,Pneumonia,Condition,condition_2749
11641,NCT04952337,"Pneumonia, Organism Unspecified",Pneumonia,D011014,T032393,255848,Pneumonia,Condition,condition_2750
11642,NCT04952337,Pneumonia in Diseases Classified Elsewhere,Pneumonia,D011014,T032393,255848,Pneumonia,Condition,condition_2751
11643,NCT04952337,Pneumonia Due to Other Specified Infectious Organisms,Pneumonia,D011014,T032393,255848,Pneumonia,Condition,condition_2752
11644,NCT04952350,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11645,NCT04952350,SARS-CoV2 Infection,"RNA, Viral",D012367,T036801,433403,Viral meningitis,Condition,condition_300
11646,NCT04952350,COVID-19 Pneumonia,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_232
11647,NCT04952376,"Community Engagement Alliance (CEAL) NIH Racial/Ethnic Socially and Economically Disadvantaged Populations,18 Years of Age and Older",Vulnerable Populations,D035862,T451592,4053113,Child at risk,Condition,condition_2753
11648,NCT04952389,Olfactory Dysfunction,Smell,D012903,T038025,4087636,Uremic fetor,Condition,condition_2754
11649,NCT04952389,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11650,NCT04952402,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
11651,NCT04952402,SARS-CoV2 Infection,"RNA, Viral",D012367,T036801,433403,Viral meningitis,Condition,condition_300
11652,NCT04952519,Patients With Moderate or Severe COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_2755
11653,NCT04952532,Major Depressive Disorder,"Depressive Disorder, Major",D003865,T011490,4152280,Major depressive disorder,Condition,condition_912
11654,NCT04952727,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
11655,NCT04952766,Kidney Transplant,Kidney Transplantation,D016030,T047610,42539502,Transplanted kidney present,Condition,condition_854
11656,NCT04952766,Myeloma,Multiple Myeloma,D009101,T027205,437233,Multiple myeloma,Condition,condition_2756
11657,NCT04952766,Cancer,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_25
